OBJECTID,pop_total,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,homeval_total_units,homeval_lt10k,homeval_10_15k,homeval_15_20k,homeval_20_25k,homeval_25_30k,homeval_30_35k,homeval_35_40k,homeval_40_50k,homeval_50_60k,homeval_60_70k,homeval_70_80k,homeval_80_90k,homeval_90_100k,homeval_100_125k,homeval_125_150k,homeval_150_175k,homeval_175_200k,homeval_200_250k,homeval_250_300k,homeval_300_400k,homeval_400_500k,homeval_500_750k,homeval_750k_1m,homeval_1m_1500k,homeval_1500k_2m,homeval_2m_plus,tenure_total,tenure_owner,tenure_renter,housing_total_units,housing_occupied,housing_vacant,vacant_for_rent,vacant_rented_not_occ,vacant_for_sale,vacant_sold_not_occ,vacant_seasonal,vacant_migrant,vacant_other,pop_in_nsa
13,3377.0132841152276,2178.5902158477766,109.23781754736768,42.869746371745535,8.947836038853708,12.965224025902472,1388.2279474241639,522.4074974372161,205.68595464682636,76.10097314674032,121.12596999412133,137.18959513367238,10.017813795529714,9.456212409613572,17.88803630281865,18.434255015129082,133.28655180109564,17.9273855385268,105.38493696028716,7.003687611723184,0.0,0.0,6.319077630863583,1236.7923908120515,26.0,16.48796142475943,98.6168808369108,300.77269580970744,142.82984549359762,126.54776288640723,25.803706042016834,70.98505964870662,49.84970080000056,12.20449458323727,5.319119480407634,5.856800253503797,5.965224025902472,65.18431861442036,21.965224025902472,67.4383994494427,57.03114007524906,103.5608809211162,0.010325312824914987,32.04918043866091,0.0029500893785471393,0.0,0.0,0.0,151.43555661211224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004425134067820709,25.95942803021955,5.487961424759431,0.03245098316401853,16.0,17.960373918712534,10.01622549158201,55.02105959507023,0.0,7.953632034536629,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.2279474241639,151.43555661211224,1236.7923908120515,1609.7597248929992,1388.2279474241639,221.53177746883543,78.46477744202775,58.28008149288395,0.011800357514188557,0.0,0.0,0.0,84.77511817640953,2328.187569688778
14,6714.9033839629365,4776.675434024441,1079.686917698732,333.635791777946,243.85292963267773,134.36018426820326,2621.9612655905157,363.0694167630642,200.58810293322554,76.10496018246444,139.7199489678556,147.37847150509205,98.9362875213194,95.85635843052104,115.71582310814918,65.98669920960539,211.82025153191876,186.56545279820077,227.7294456730447,139.35470468248448,233.15694674805957,206.18297300632656,113.79542252918407,1466.4701815648446,0.0,0.0,14.960240822105902,67.86711734843954,58.843613900283216,4.999902205949959,0.0,3.989397552561574,14.978795105123147,0.0,7.978795105123148,84.8780718544581,0.0,4.999902205949959,0.0,67.74540151980106,73.99955014736982,168.9016644831879,418.2691593143615,299.93463829965907,93.59238920976442,46.60051707548591,2.9999413235699754,0.0,1155.4910840256714,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.999882647139951,32.95493959838669,9.0,32.96012346924586,46.93084938593013,24.999863088329942,166.84834791851222,149.99953058855982,102.41703342745384,132.97243770566348,154.5481849521419,108.44984476991083,153.81091546533153,8.976144493263542,0.0,0.0,8.62298651580164,0.0,0.0,2621.9612655905157,1155.4910840256714,1466.4701815648446,3215.3680081179127,2621.9612655905157,593.4067425273969,126.99911985354964,0.0,24.999608823799836,0.0,59.99964794141985,0.0,381.4083659086275,4816.783667539207
15,4744.468045645299,3664.175544959604,636.0943742378412,353.14098347162,121.46528853908767,78.76494715602419,2159.340968550618,218.31142128019485,240.11196689235936,57.15755402130205,104.00881852402867,82.06712701781636,148.52412820886792,107.33814244027712,109.13965138524844,50.39131917244539,145.47779382552557,182.67628488055425,259.20773710465147,244.53684957371294,81.46432520628088,73.88306328361907,55.04478573373374,1020.0471352937213,0.0,0.0,34.0,56.0,100.0,43.0,11.0,27.0,50.0,7.0,25.09090866988908,71.0,17.095558765105114,58.00881852402866,18.112714146759043,35.064934764206484,47.18523851419112,94.50376773120816,116.56084730419279,109.63705843403409,52.284965708108864,0.2857129625085381,0.15167500528293426,0.0,1139.2938332568967,8.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,9.0,24.0,8.116882575571674,16.077921717047783,54.0,162.36801918677608,266.2857129625085,296.1663725453307,85.12618276600374,116.82913929705111,47.71225672147944,6.0654117993897705,0.4273405229597302,0.06493476420648593,11.053658398571667,8.0,0.0,0.0,2159.340968550618,1139.2938332568967,1020.0471352937213,2522.4776262870478,2159.340968550618,363.13665773642964,64.52482595367844,26.0,62.038213604124216,38.350647726715025,0.041153112133770896,0.0,172.18181733977815,2379.684620133481
16,22199.0,14209.0,1505.0,644.0,75.0,39.0,7836.0,1151.0,493.0,545.0,397.0,310.0,549.0,404.0,277.0,517.0,719.0,643.0,930.0,396.0,273.0,110.0,122.0,3224.0,0.0,4.0,40.0,23.0,18.0,38.0,7.0,24.0,129.0,28.0,108.0,125.0,62.0,15.0,117.0,185.0,179.0,785.0,434.0,703.0,74.0,9.0,0.0,0.0,4612.0,81.0,12.0,7.0,39.0,8.0,45.0,16.0,118.0,341.0,127.0,255.0,474.0,562.0,1156.0,389.0,368.0,217.0,108.0,103.0,79.0,44.0,23.0,17.0,0.0,0.0,23.0,7836.0,4612.0,3224.0,9232.0,7836.0,1396.0,308.0,63.0,190.0,81.0,0.0,0.0,754.0,14647.17581815037
17,16656.5319543547,10047.824455040396,2909.9056257621587,1958.85901652838,396.5347114609123,883.2350528439758,6375.6590314493815,873.6885787198052,359.88803310764064,301.8424459786979,235.99118147597133,356.93287298218365,434.4758717911321,261.6618575597229,237.86034861475156,342.6086808275546,531.5222061744744,422.32371511944575,665.7922628953485,361.46315042628703,235.53567479371912,331.1169367163809,422.95521426626624,4439.952864706279,0.0,64.0,9.0,79.0,73.0,32.0,64.0,53.0,10.0,62.0,68.90909133011093,115.0,55.90444123489489,43.99118147597133,159.88728585324094,367.9350652357935,572.8147614858088,1117.4962322687918,730.4391526958073,462.3629415659659,182.71503429189113,38.71428703749146,19.848324994717064,0.0,1935.7061667431033,15.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,19.0,19.0,36.88311742442832,34.922078282952214,55.0,151.63198081322392,134.71428703749146,124.83362745466928,81.87381723399625,338.17086070294886,275.28774327852057,335.9345882006102,181.57265947704028,34.935065235793516,51.94634160142833,0.0,16.0,0.0,6375.6590314493815,1935.7061667431033,4439.952864706279,7404.522373712953,6375.6590314493815,1028.8633422635703,520.4751740463215,40.0,79.96178639587578,95.64935227328498,28.95884688786623,0.0,263.81818266022185,8705.706384376577
18,6289.540286228465,5238.319842580705,1500.7553112776332,1019.2816410758439,536.2852199679377,289.1449325614419,3103.7218336143173,326.3555177367392,136.26258404946853,174.63339040204914,67.84614940863034,64.66489506373306,48.96744315890484,59.53301467260593,19.706061021451482,71.45433186110772,146.22429632168723,376.76578676180975,229.12883527361703,243.1057709889492,212.72770245766233,321.96529662379584,604.3807578121058,2034.3786882106135,42.89150418782426,86.81485938716204,67.82842522725697,148.64069938358182,104.73506836561738,37.90411997993772,0.0,0.0,12.972569904557542,0.0,0.0,0.0,95.84356417779313,36.91925893047387,0.0,24.895686680000033,23.57305878951079,94.15030874629993,147.33822925170654,325.5205276973863,369.1895047271726,183.63353627803622,132.56351561261025,58.0,1069.343145403704,0.0,0.0,0.0,15.570537401739156,0.0,0.0,0.0,0.0,0.0,3.9904608416737384,0.0,0.0007379671526729734,0.0,14.00110695072901,5.0,0.0,107.84346950904691,137.87000870796777,187.4788446282191,302.28446989394195,107.41463646883574,65.07121470799407,72.91437854224137,49.90278780606066,0.0004919781017819823,0.0,3103.7218336143173,1069.343145403704,2034.3786882106135,3889.98539040615,3103.7218336143173,786.2635567918329,326.55874455662547,44.002890371347966,31.0,14.0,27.082840950326897,0.0,343.6190809135326,4675.372206146186
19,3289.0,2768.0,1102.0,638.0,243.0,145.0,1613.0,68.0,19.0,23.0,0.0,12.0,11.0,61.0,31.0,73.0,93.0,80.0,129.0,168.0,166.0,194.0,485.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,16.0,35.0,238.0,122.0,57.0,71.0,14.0,1027.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,19.0,42.0,122.0,158.0,251.0,205.0,154.0,15.0,0.0,0.0,0.0,1613.0,1027.0,586.0,1826.0,1613.0,213.0,33.0,0.0,61.0,0.0,17.0,0.0,102.0,3350.566873673366
20,2647.6695471571797,1844.9202557023805,441.10780865351137,271.13784802899113,168.74720268751724,59.72378422502363,1187.209062223829,166.5815509820767,89.42787820434124,68.21080936476176,60.20370534841395,109.05989196844999,41.91660201991163,29.79956059410003,26.053737498164303,16.388391099090178,112.98315934476082,84.3709060064017,148.35116335636934,57.04288556811874,64.91148823413698,40.36632079336849,71.54101184136323,845.041198413588,12.296476952978706,4.540130232309508,2.8464877114326663,0.13686029819611278,1.0927274746810922,10.000619452625207,17.625445198159525,2.9617816490563547,6.021596138808227,12.000391243931375,5.469204676075711,19.995172053431354,27.245069831685754,13.361999928366911,4.49124818784374,82.50589172085789,25.67650887404834,282.686152806385,148.65784432862552,95.15673326585716,55.409175765961066,10.399482924514087,5.86764300243856e-05,0.0,342.1678638102411,21.0,0.0,5.000456451253271,5.0,0.30532928538296616,0.0,1.0,8.000117352860048,5.04506040161331,5.0,2.6287623541238285,0.06960706532313596,0.00013691167005689973,30.649515978219068,12.816860582437856,30.584401133627857,89.0275622943365,49.4518150478581,33.55015523008917,36.27531259619425,1.3857576410533292,0.0,0.0,5.377013484198358,0.0,0.0,1187.209062223829,342.1678638102411,845.041198413588,1624.0126260416257,1187.209062223829,436.80356381779666,112.57010553173225,35.231207288061036,56.00039117620016,21.0,19.78497632926657,0.0,192.21688349253668,5233.351625819124
21,16022.938050339775,10320.464324050987,880.749990004369,581.9786688959903,244.18733705849004,124.37077722708024,6893.020382046979,1712.071138061744,905.9620179194596,590.7826646907588,498.75376527964136,335.17219612798056,351.34702574301764,216.552635473473,281.04463161834616,255.15837936042897,313.36334088569,328.60828234187835,394.65923988256253,281.17341003861424,152.13984733441234,112.77069148670803,163.46111580226346,5096.246297129157,191.0,120.91410651973314,148.05589859779846,634.568302410951,240.33342970712795,406.07453146373126,273.3824054573535,180.1051106401119,139.36528371352324,158.68388442229826,209.8992439901553,133.82222835326064,39.0,172.63809786568314,26.15837936042896,296.90817262388293,415.72008472263417,480.06635500003443,426.57341127643684,243.1216730678131,79.44458375956867,13.0,6.0,0.0,1796.7740849178217,17.0,6.0,33.06521503076487,0.0,0.0,45.94658653327481,25.0,45.0,50.0,71.0,157.41111417663032,131.06521503076488,94.0,132.6522423478816,134.2586619513088,154.204961525261,81.0,87.39778086307473,114.58378795082483,231.81936906755487,96.31761706533197,59.78634613309923,29.26518724204982,0.0,0.0,0.0,6893.020382046979,1796.7740849178217,5096.246297129157,10313.316701143916,6893.020382046979,3420.2963190969376,664.4378723494212,137.0,122.0,47.0,27.41058224865738,0.0,2422.447864498859,8931.730705159594
22,18636.0,13276.0,1986.0,744.0,244.0,71.0,6678.0,704.0,396.0,267.0,236.0,252.0,211.0,335.0,480.0,340.0,779.0,693.0,844.0,463.0,224.0,303.0,151.0,2839.0,43.0,15.0,25.0,12.0,38.0,3.0,0.0,23.0,32.0,9.0,29.0,35.0,138.0,137.0,36.0,287.0,490.0,703.0,438.0,150.0,11.0,16.0,0.0,0.0,3839.0,8.0,9.0,14.0,0.0,72.0,9.0,13.0,37.0,72.0,30.0,99.0,101.0,165.0,327.0,819.0,730.0,260.0,562.0,388.0,57.0,15.0,15.0,14.0,14.0,0.0,9.0,6678.0,3839.0,2839.0,8262.0,6678.0,1584.0,435.0,0.0,227.0,26.0,12.0,0.0,884.0,7805.27367026561
23,31563.0,21870.0,3791.0,2332.0,253.0,264.0,11337.0,591.0,336.0,429.0,302.0,561.0,541.0,404.0,570.0,377.0,921.0,1314.0,1621.0,1412.0,902.0,654.0,402.0,2450.0,10.0,9.0,6.0,14.0,28.0,28.0,12.0,9.0,0.0,0.0,11.0,22.0,45.0,54.0,86.0,341.0,288.0,501.0,242.0,458.0,76.0,5.0,0.0,0.0,8887.0,44.0,32.0,69.0,23.0,6.0,13.0,0.0,0.0,41.0,75.0,97.0,238.0,230.0,1436.0,1262.0,1559.0,1281.0,1415.0,617.0,251.0,107.0,42.0,24.0,14.0,0.0,11.0,11337.0,8887.0,2450.0,13143.0,11337.0,1806.0,302.0,33.0,361.0,45.0,21.0,0.0,1044.0,15912.761621069445
24,15574.0,8635.0,1467.0,1142.0,304.0,174.0,4515.0,433.0,215.0,221.0,158.0,282.0,239.0,264.0,166.0,59.0,346.0,482.0,555.0,273.0,216.0,269.0,337.0,1436.0,23.0,0.0,49.0,136.0,12.0,24.0,10.0,0.0,30.0,0.0,0.0,16.0,48.0,32.0,0.0,169.0,76.0,209.0,188.0,207.0,89.0,13.0,0.0,0.0,3079.0,67.0,14.0,0.0,0.0,0.0,7.0,0.0,9.0,43.0,122.0,72.0,104.0,177.0,503.0,367.0,326.0,199.0,282.0,318.0,87.0,73.0,152.0,79.0,52.0,12.0,14.0,4515.0,3079.0,1436.0,5341.0,4515.0,826.0,178.0,0.0,42.0,44.0,0.0,0.0,562.0,7305.0127473395505
25,11147.829076309185,7421.348049969952,562.4721930081929,221.03458420487527,27.68136447590938,24.091093972180193,3879.480514176868,757.8686491805162,355.85928001389897,317.96247890912326,180.91375955833647,273.64921661053654,175.78281805398473,223.6172784589274,224.28270106575252,203.65269343899968,266.67888785647,295.281292303873,309.501764692563,159.229283077751,52.63373838233609,36.93293419146316,45.63373838233609,2165.536842421943,27.0,23.626467689318318,23.869371228290255,63.46844430336816,15.554518046847662,42.99272930698222,77.26594425066732,50.564129086165806,21.991310343659425,42.49373181931179,9.633738382336094,47.54408053344099,10.0,107.47376100500502,49.092927067003366,233.55444584239422,244.10291436949703,424.87679095124696,273.81681264645977,156.5619478604613,56.554929973788745,0.0,0.0,0.0,1713.943671754925,24.0,46.0,102.0,95.5134842712713,21.18440251251253,84.32908175875878,116.0,156.993479055651,174.1258985801292,145.51165117644814,128.95217974144066,98.07269477939211,79.92904600102119,157.87730501772862,55.986958111302,25.818140894848625,29.779127941120315,56.65704073523235,38.21318117806816,50.0,12.0,0.0,0.0,7.0,0.0,8.0,3879.480514176868,1713.943671754925,2165.536842421943,6266.812756291871,3879.480514176868,2387.3322421150033,181.7530378675207,17.910552964721816,79.16701332758186,51.0,37.973909926400395,0.0,2019.5277280287783,10940.972444318215
26,8268.356851477645,5382.131130983282,962.4108997544117,573.0956694233791,246.37079948523692,120.94368200191734,3523.3188568110345,687.9249376978206,331.1067920252306,357.7300220025095,155.20428321624055,190.05639188700437,110.5018504254522,77.1508337421468,94.765017045335,132.91305154587124,245.3132295900859,230.7913221576002,310.26546664876116,272.7670293105258,94.36626161766391,127.06706580853684,105.39530209024977,2548.4918647347167,31.0,79.87830019290448,145.2167941193781,110.00851283755678,150.4455778304597,123.28595361606155,58.077887549344545,52.98196179393746,48.62534901263058,15.442962549532625,27.366261617663906,85.14519886666031,13.034775974097528,64.52623899499498,35.94184890709416,100.46336711777666,155.51925988847452,297.949845264406,333.6293669455492,422.5507378338842,119.44211993683271,6.0,12.0,0.0,974.8269920763177,14.0,0.0,3.0,17.486515728728698,3.815597487487468,2.670918241241228,22.0,0.0020958102811804886,35.91467338965126,34.00038739879244,23.015369275395322,23.92730522060789,16.110580080266278,115.10646949068938,21.198202736982577,78.18185910515137,75.26724002434305,246.34295926476764,70.78681882193185,123.0,8.0,29.0,7.0,5.0,0.0,0.0,3523.3188568110345,974.8269920763177,2548.4918647347167,4440.552108781159,3523.3188568110345,917.2332519701248,345.7821846904516,61.76059386752108,44.82118631490395,6.0,18.026090073599605,0.0,440.84319702364866,5801.275698335085
27,7638.983916441011,5854.783718104994,1394.6460990944095,1202.6717337127732,518.5208115334893,332.0,3491.7972718534434,294.1528866963399,171.02979468101034,106.25384664139332,113.05056982985965,133.39036260943604,93.0,54.0,146.40397198940275,140.48911939211547,249.21191787240414,199.9214107705407,455.9263771854411,263.0,277.59314448331395,338.7021359894128,455.67173371277323,1053.894937528013,0.0,16.467358176346405,22.03665855627424,96.87629658064951,45.01489734050517,67.42383574480829,19.21191787240414,5.489119392115469,52.131736884591774,27.879482001551516,0.0,0.0,10.0,19.577943344994186,25.0,28.48911939211547,53.0,275.0,110.0,71.0,34.296572241656975,0.0,0.0,0.0,2437.9023343254303,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,11.0,80.92141077054069,178.88971672497092,90.0,244.9214107705407,204.51455525385464,327.5462492994244,267.10899150609885,518.0,202.0,218.0,26.0,7.0,0.0,19.0,3491.7972718534434,2437.9023343254303,1053.894937528013,3733.7972718534434,3491.7972718534434,242.0,42.0,0.0,58.0,0.0,26.0,0.0,116.0,4081.2524909156728
